week_start,Mode,subway_rides
2023-02-28,Subway,3412079.0
2023-02-27,Subway,3337916.0
2023-02-26,Subway,1625191.0
2023-02-25,Subway,2043635.0
2023-02-24,Subway,3246699.0
2023-02-23,Subway,3498367.0
2023-02-22,Subway,3454362.0
2023-02-21,Subway,3325542.0
2023-02-20,Subway,2238557.0
2023-02-19,Subway,1824136.0
2023-02-18,Subway,2271106.0
2023-02-17,Subway,3253165.0
2023-02-16,Subway,3683782.0
2023-02-15,Subway,3762817.0
2023-02-14,Subway,3812943.0
2023-02-13,Subway,3303337.0
2023-02-12,Subway,1746099.0
2023-02-11,Subway,2333625.0
2023-02-10,Subway,3539529.0
2023-02-09,Subway,3754859.0
2023-02-08,Subway,3780682.0
2023-02-07,Subway,3738539.0
2023-02-06,Subway,3372445.0
2023-02-05,Subway,1625375.0
2023-02-04,Subway,1742435.0
2023-02-03,Subway,3189550.0
2023-02-02,Subway,3699932.0
2023-02-01,Subway,3682758.0
2023-01-31,Subway,3654404.0
2023-01-30,Subway,3223530.0
2023-01-29,Subway,1637398.0
2023-01-28,Subway,2248107.0
2023-01-27,Subway,3335372.0
2023-01-26,Subway,3629029.0
2023-01-25,Subway,3511071.0
2023-01-24,Subway,3566756.0
2023-01-23,Subway,3135214.0
2023-01-22,Subway,1593386.0
2023-01-21,Subway,2137169.0
2023-01-20,Subway,3375887.0
2023-01-19,Subway,3492226.0
2023-01-18,Subway,3603344.0
2023-01-17,Subway,3451604.0
2023-01-16,Subway,2172218.0
2023-01-15,Subway,1705804.0
2023-01-14,Subway,2072387.0
2023-01-13,Subway,3270020.0
2023-01-12,Subway,3472709.0
2023-01-11,Subway,3508962.0
2023-01-10,Subway,3469177.0
2023-01-09,Subway,3145743.0
2023-01-08,Subway,1610764.0
2023-01-07,Subway,2116138.0
2023-01-06,Subway,3229858.0
2023-01-05,Subway,3428520.0
2023-01-04,Subway,3413052.0
2023-01-03,Subway,3175777.0
2023-01-02,Subway,1938154.0
2023-01-01,Subway,1675507.0
2022-12-31,Subway,1927101.0
2022-12-30,Subway,3063480.0
2022-12-29,Subway,3039432.0
2022-12-28,Subway,2947028.0
2022-12-27,Subway,2729514.0
2022-12-26,Subway,1812842.0
2022-12-25,Subway,1008452.0
2022-12-24,Subway,1411469.0
2022-12-23,Subway,2738016.0
2022-12-22,Subway,3187083.0
2022-12-21,Subway,3563236.0
2022-12-20,Subway,3586084.0
2022-12-19,Subway,3381411.0
2022-12-18,Subway,1967199.0
2022-12-17,Subway,2577771.0
2022-12-16,Subway,3270016.0
2022-12-15,Subway,3726154.0
2022-12-14,Subway,3777173.0
2022-12-13,Subway,3763568.0
2022-12-12,Subway,3466978.0
2022-12-11,Subway,1865579.0
2022-12-10,Subway,2663493.0
2022-12-09,Subway,3710928.0
2022-12-08,Subway,3931499.0
2022-12-07,Subway,3835333.0
2022-12-06,Subway,3753299.0
2022-12-05,Subway,3481640.0
2022-12-04,Subway,1990479.0
2022-12-03,Subway,2291687.0
2022-12-02,Subway,3600504.0
2022-12-01,Subway,3770495.0
2022-11-30,Subway,3568413.0
2022-11-29,Subway,3596894.0
2022-11-28,Subway,3265971.0
2022-11-27,Subway,1476228.0
2022-11-26,Subway,1999608.0
2022-11-25,Subway,2058658.0
2022-11-24,Subway,1382266.0
2022-11-23,Subway,3263998.0
2022-11-22,Subway,3548882.0
2022-11-21,Subway,3363626.0
2022-11-20,Subway,1721187.0
2022-11-19,Subway,2323449.0
2022-11-18,Subway,3539202.0
2022-11-17,Subway,3797815.0
2022-11-16,Subway,3751773.0
2022-11-15,Subway,3713627.0
2022-11-14,Subway,3401075.0
2022-11-13,Subway,1794024.0
2022-11-12,Subway,2431419.0
2022-11-11,Subway,2994708.0
2022-11-10,Subway,3802230.0
2022-11-09,Subway,3772030.0
2022-11-08,Subway,3431700.0
2022-11-07,Subway,3456868.0
2022-11-06,Subway,2116063.0
2022-11-05,Subway,2449943.0
2022-11-04,Subway,3586358.0
2022-11-03,Subway,3802455.0
2022-11-02,Subway,3788123.0
2022-11-01,Subway,3706707.0
2022-10-31,Subway,3410892.0
2022-10-30,Subway,1875953.0
2022-10-29,Subway,2440601.0
2022-10-28,Subway,3624748.0
2022-10-27,Subway,3892985.0
2022-10-26,Subway,3794534.0
2022-10-25,Subway,3712582.0
2022-10-24,Subway,3357840.0
2022-10-23,Subway,1740520.0
2022-10-22,Subway,2430406.0
2022-10-21,Subway,3570334.0
2022-10-20,Subway,3810901.0
2022-10-19,Subway,3814404.0
2022-10-18,Subway,3693627.0
2022-10-17,Subway,3314497.0
2022-10-16,Subway,1773903.0
2022-10-15,Subway,2363501.0
2022-10-14,Subway,3578772.0
2022-10-13,Subway,3682799.0
2022-10-12,Subway,3776129.0
2022-10-11,Subway,3649405.0
2022-10-10,Subway,2556722.0
2022-10-09,Subway,1917721.0
2022-10-08,Subway,2397249.0
2022-10-07,Subway,3591080.0
2022-10-06,Subway,3848909.0
2022-10-05,Subway,3077346.0
2022-10-04,Subway,3397689.0
2022-10-03,Subway,3370048.0
2022-10-02,Subway,1621851.0
2022-10-01,Subway,2032983.0
2022-09-30,Subway,3503239.0
2022-09-29,Subway,3707751.0
2022-09-28,Subway,3712354.0
2022-09-27,Subway,3204114.0
2022-09-26,Subway,2812853.0
2022-09-25,Subway,1759832.0
2022-09-24,Subway,2377091.0
2022-09-23,Subway,3626482.0
2022-09-22,Subway,3732919.0
2022-09-21,Subway,3878782.0
2022-09-20,Subway,3767024.0
2022-09-19,Subway,3369999.0
2022-09-18,Subway,1844317.0
2022-09-17,Subway,2350888.0
2022-09-16,Subway,3502358.0
2022-09-15,Subway,3747731.0
2022-09-14,Subway,3741978.0
2022-09-13,Subway,3618354.0
2022-09-12,Subway,3382150.0
2022-09-11,Subway,1737251.0
2022-09-10,Subway,2356865.0
2022-09-09,Subway,3481756.0
2022-09-08,Subway,3644407.0
2022-09-07,Subway,3444556.0
2022-09-06,Subway,3063503.0
2022-09-05,Subway,1691887.0
2022-09-04,Subway,1802349.0
2022-09-03,Subway,2116811.0
2022-09-02,Subway,2925306.0
2022-09-01,Subway,3114667.0
2022-08-31,Subway,3144027.0
2022-08-30,Subway,3091873.0
2022-08-29,Subway,2836374.0
2022-08-28,Subway,1651689.0
2022-08-27,Subway,2066542.0
2022-08-26,Subway,2863653.0
2022-08-25,Subway,3090901.0
2022-08-24,Subway,3020710.0
2022-08-23,Subway,2992615.0
2022-08-22,Subway,2622885.0
2022-08-21,Subway,1619422.0
2022-08-20,Subway,2038622.0
2022-08-19,Subway,2918737.0
2022-08-18,Subway,3077928.0
2022-08-17,Subway,3074027.0
2022-08-16,Subway,3045892.0
2022-08-15,Subway,2768347.0
2022-08-14,Subway,1677803.0
2022-08-13,Subway,2089217.0
2022-08-12,Subway,2963913.0
2022-08-11,Subway,3093548.0
2022-08-10,Subway,3134434.0
2022-08-09,Subway,3013784.0
2022-08-08,Subway,2705428.0
2022-08-07,Subway,1542311.0
2022-08-06,Subway,1999580.0
2022-08-05,Subway,2822155.0
2022-08-04,Subway,3049076.0
2022-08-03,Subway,3124038.0
2022-08-02,Subway,3070101.0
2022-08-01,Subway,2739262.0
2022-07-31,Subway,1649097.0
2022-07-30,Subway,2074421.0
2022-07-29,Subway,2932846.0
2022-07-28,Subway,3151913.0
2022-07-27,Subway,3232796.0
2022-07-26,Subway,3175001.0
2022-07-25,Subway,2727722.0
2022-07-24,Subway,1596195.0
2022-07-23,Subway,2028696.0
2022-07-22,Subway,2942752.0
2022-07-21,Subway,3109097.0
2022-07-20,Subway,3190942.0
2022-07-19,Subway,3169016.0
2022-07-18,Subway,2720012.0
2022-07-17,Subway,1674922.0
2022-07-16,Subway,2093206.0
2022-07-15,Subway,3021651.0
2022-07-14,Subway,3203104.0
2022-07-13,Subway,3229387.0
2022-07-12,Subway,3148320.0
2022-07-11,Subway,2876587.0
2022-07-10,Subway,1681041.0
2022-07-09,Subway,2061419.0
2022-07-08,Subway,2902322.0
2022-07-07,Subway,3115604.0
2022-07-06,Subway,3066462.0
2022-07-05,Subway,2802814.0
2022-07-04,Subway,1608084.0
2022-07-03,Subway,1654774.0
2022-07-02,Subway,1847093.0
2022-07-01,Subway,2827549.0
2022-06-30,Subway,3151572.0
2022-06-29,Subway,3249261.0
2022-06-28,Subway,3248338.0
2022-06-27,Subway,2932598.0
2022-06-26,Subway,2011977.0
2022-06-25,Subway,2286963.0
2022-06-24,Subway,3296412.0
2022-06-23,Subway,3407485.0
2022-06-22,Subway,3357113.0
2022-06-21,Subway,3339793.0
2022-06-20,Subway,2460659.0
2022-06-19,Subway,1725762.0
2022-06-18,Subway,2186635.0
2022-06-17,Subway,3247379.0
2022-06-16,Subway,3409624.0
2022-06-15,Subway,3526802.0
2022-06-14,Subway,3494822.0
2022-06-13,Subway,3168681.0
2022-06-12,Subway,1674607.0
2022-06-11,Subway,2231451.0
2022-06-10,Subway,3376125.0
2022-06-09,Subway,3297157.0
2022-06-08,Subway,3492805.0
2022-06-07,Subway,3392224.0
2022-06-06,Subway,3092181.0
2022-06-05,Subway,1724983.0
2022-06-04,Subway,2178024.0
2022-06-03,Subway,3283271.0
2022-06-02,Subway,3351902.0
2022-06-01,Subway,3381297.0
2022-05-31,Subway,3176109.0
2022-05-30,Subway,1694970.0
2022-05-29,Subway,1755236.0
2022-05-28,Subway,1872775.0
2022-05-27,Subway,3031130.0
2022-05-26,Subway,3341059.0
2022-05-25,Subway,3426530.0
2022-05-24,Subway,3378506.0
2022-05-23,Subway,3111755.0
2022-05-22,Subway,1760638.0
2022-05-21,Subway,2324245.0
2022-05-20,Subway,3271914.0
2022-05-19,Subway,3467327.0
2022-05-18,Subway,3605606.0
2022-05-17,Subway,3536021.0
2022-05-16,Subway,3080043.0
2022-05-15,Subway,1760359.0
2022-05-14,Subway,2149046.0
2022-05-13,Subway,3252002.0
2022-05-12,Subway,3430104.0
2022-05-11,Subway,3440378.0
2022-05-10,Subway,3412902.0
2022-05-09,Subway,3114506.0
2022-05-08,Subway,1582133.0
2022-05-07,Subway,1842808.0
2022-05-06,Subway,3190556.0
2022-05-05,Subway,3502522.0
2022-05-04,Subway,3364902.0
2022-05-03,Subway,3402882.0
2022-05-02,Subway,2732825.0
2022-05-01,Subway,1683953.0
2022-04-30,Subway,2108746.0
2022-04-29,Subway,3257634.0
2022-04-28,Subway,3404938.0
2022-04-27,Subway,3432282.0
2022-04-26,Subway,3281657.0
2022-04-25,Subway,3026541.0
2022-04-24,Subway,1655860.0
2022-04-23,Subway,2109188.0
2022-04-22,Subway,2985684.0
2022-04-21,Subway,3033422.0
2022-04-20,Subway,3098046.0
2022-04-19,Subway,2962130.0
2022-04-18,Subway,2676254.0
2022-04-17,Subway,1512633.0
2022-04-16,Subway,1986306.0
2022-04-15,Subway,2761532.0
2022-04-14,Subway,3297697.0
2022-04-13,Subway,3220964.0
2022-04-12,Subway,3078069.0
2022-04-11,Subway,3205728.0
2022-04-10,Subway,1707748.0
2022-04-09,Subway,2190396.0
2022-04-08,Subway,3347754.0
2022-04-07,Subway,3307076.0
2022-04-06,Subway,3311547.0
2022-04-05,Subway,3356454.0
2022-04-04,Subway,3127667.0
2022-04-03,Subway,1463932.0
2022-04-02,Subway,2128435.0
2022-04-01,Subway,3237107.0
2022-03-31,Subway,3323135.0
2022-03-30,Subway,3336073.0
2022-03-29,Subway,3291883.0
2022-03-28,Subway,2989874.0
2022-03-27,Subway,1534056.0
2022-03-26,Subway,2024596.0
2022-03-25,Subway,3218970.0
2022-03-24,Subway,3212181.0
2022-03-23,Subway,3275708.0
2022-03-22,Subway,3276940.0
2022-03-21,Subway,3034759.0
2022-03-20,Subway,1656673.0
2022-03-19,Subway,2001839.0
2022-03-18,Subway,3275433.0
2022-03-17,Subway,3175784.0
2022-03-16,Subway,3332335.0
2022-03-15,Subway,3275906.0
2022-03-14,Subway,3008800.0
2022-03-13,Subway,1479406.0
2022-03-12,Subway,1663893.0
2022-03-11,Subway,3195956.0
2022-03-10,Subway,3339363.0
2022-03-09,Subway,3113559.0
2022-03-08,Subway,3244473.0
2022-03-07,Subway,2980920.0
2022-03-06,Subway,1444501.0
2022-03-05,Subway,1955535.0
2022-03-04,Subway,3077537.0
2022-03-03,Subway,3207495.0
2022-03-02,Subway,3208166.0
2022-03-01,Subway,3138181.0
2022-02-28,Subway,2915786.0
2022-02-27,Subway,1403227.0
2022-02-26,Subway,1824833.0
2022-02-25,Subway,2575630.0
2022-02-24,Subway,2858146.0
2022-02-23,Subway,2894245.0
2022-02-22,Subway,2669508.0
2022-02-21,Subway,1942267.0
2022-02-20,Subway,1477125.0
2022-02-19,Subway,1792136.0
2022-02-18,Subway,2953785.0
2022-02-17,Subway,3109956.0
2022-02-16,Subway,3100639.0
2022-02-15,Subway,3030742.0
2022-02-14,Subway,2907825.0
2022-02-13,Subway,1349864.0
2022-02-12,Subway,2026308.0
2022-02-11,Subway,3015472.0
2022-02-10,Subway,3112489.0
2022-02-09,Subway,3088775.0
2022-02-08,Subway,3016648.0
2022-02-07,Subway,2784230.0
2022-02-06,Subway,1323892.0
2022-02-05,Subway,1792780.0
2022-02-04,Subway,2725725.0
2022-02-03,Subway,2914198.0
2022-02-02,Subway,2940152.0
2022-02-01,Subway,2635083.0
2022-01-31,Subway,2575762.0
2022-01-30,Subway,1262477.0
2022-01-29,Subway,999347.0
2022-01-28,Subway,2703403.0
2022-01-27,Subway,2724979.0
2022-01-26,Subway,2711803.0
2022-01-25,Subway,2701246.0
2022-01-24,Subway,2536827.0
2022-01-23,Subway,1245716.0
2022-01-22,Subway,1583650.0
2022-01-21,Subway,2565781.0
2022-01-20,Subway,2545486.0
2022-01-19,Subway,2642129.0
2022-01-18,Subway,2541044.0
2022-01-17,Subway,1600048.0
2022-01-16,Subway,1165626.0
2022-01-15,Subway,1434676.0
2022-01-14,Subway,2522972.0
2022-01-13,Subway,2524197.0
2022-01-12,Subway,2459224.0
2022-01-11,Subway,2266378.0
2022-01-10,Subway,2347323.0
2022-01-09,Subway,1102472.0
2022-01-08,Subway,1486065.0
2022-01-07,Subway,2121941.0
2022-01-06,Subway,2391176.0
2022-01-05,Subway,2267942.0
2022-01-04,Subway,2289352.0
2022-01-03,Subway,2168229.0
2022-01-02,Subway,1219735.0
2022-01-01,Subway,1027918.0
2021-12-31,Subway,1627589.0
2021-12-30,Subway,2198415.0
2021-12-29,Subway,2167077.0
2021-12-28,Subway,2168419.0
2021-12-27,Subway,2007649.0
2021-12-26,Subway,1284738.0
2021-12-25,Subway,810937.0
2021-12-24,Subway,1575449.0
2021-12-23,Subway,2486489.0
2021-12-22,Subway,2634565.0
2021-12-21,Subway,2697325.0
2021-12-20,Subway,2716451.0
2021-12-19,Subway,1579809.0
2021-12-18,Subway,1880969.0
2021-12-17,Subway,3112088.0
2021-12-16,Subway,3219799.0
2021-12-15,Subway,3242168.0
2021-12-14,Subway,3274170.0
2021-12-13,Subway,3120850.0
2021-12-12,Subway,1829872.0
2021-12-11,Subway,2266265.0
2021-12-10,Subway,3417451.0
2021-12-09,Subway,3433600.0
2021-12-08,Subway,3378727.0
2021-12-07,Subway,3367790.0
2021-12-06,Subway,3135869.0
2021-12-05,Subway,1737352.0
2021-12-04,Subway,2318147.0
2021-12-03,Subway,3374097.0
2021-12-02,Subway,3358843.0
2021-12-01,Subway,3326469.0
2021-11-30,Subway,3207209.0
2021-11-29,Subway,2996015.0
2021-11-28,Subway,1465745.0
2021-11-27,Subway,1880422.0
2021-11-26,Subway,2089772.0
2021-11-25,Subway,1357198.0
2021-11-24,Subway,3085289.0
2021-11-23,Subway,3286591.0
2021-11-22,Subway,3130363.0
2021-11-21,Subway,1674206.0
2021-11-20,Subway,2135731.0
2021-11-19,Subway,3316999.0
2021-11-18,Subway,3412249.0
2021-11-17,Subway,3369069.0
2021-11-16,Subway,3340844.0
2021-11-15,Subway,3110969.0
2021-11-14,Subway,1703136.0
2021-11-13,Subway,2169863.0
2021-11-12,Subway,3158682.0
2021-11-11,Subway,2922235.0
2021-11-10,Subway,3351992.0
2021-11-09,Subway,3279457.0
2021-11-08,Subway,3065533.0
2021-11-07,Subway,1888985.0
2021-11-06,Subway,2195864.0
2021-11-05,Subway,3293438.0
2021-11-04,Subway,3284315.0
2021-11-03,Subway,3293732.0
2021-11-02,Subway,2848222.0
2021-11-01,Subway,3034306.0
2021-10-31,Subway,1746769.0
2021-10-30,Subway,2044310.0
2021-10-29,Subway,3251779.0
2021-10-28,Subway,3365971.0
2021-10-27,Subway,3300580.0
2021-10-26,Subway,2702635.0
2021-10-25,Subway,2994936.0
2021-10-24,Subway,1599927.0
2021-10-23,Subway,2077488.0
2021-10-22,Subway,3225816.0
2021-10-21,Subway,3267697.0
2021-10-20,Subway,3234327.0
2021-10-19,Subway,3178208.0
2021-10-18,Subway,2982883.0
2021-10-17,Subway,1629991.0
2021-10-16,Subway,2042027.0
2021-10-15,Subway,3227068.0
2021-10-14,Subway,3240686.0
2021-10-13,Subway,3157457.0
2021-10-12,Subway,3102879.0
2021-10-11,Subway,2263615.0
2021-10-10,Subway,1499385.0
2021-10-09,Subway,2052699.0
2021-10-08,Subway,3168473.0
2021-10-07,Subway,3190747.0
2021-10-06,Subway,3140986.0
2021-10-05,Subway,3091160.0
2021-10-04,Subway,2864349.0
2021-10-03,Subway,1575738.0
2021-10-02,Subway,2063660.0
2021-10-01,Subway,3162881.0
2021-09-30,Subway,3146861.0
2021-09-29,Subway,3063720.0
2021-09-28,Subway,2927715.0
2021-09-27,Subway,2873368.0
2021-09-26,Subway,1614677.0
2021-09-25,Subway,2129492.0
2021-09-24,Subway,3121747.0
2021-09-23,Subway,3016106.0
2021-09-22,Subway,3021113.0
2021-09-21,Subway,3018312.0
2021-09-20,Subway,2883211.0
2021-09-19,Subway,1596823.0
2021-09-18,Subway,2014848.0
2021-09-17,Subway,3028545.0
2021-09-16,Subway,2534545.0
2021-09-15,Subway,2987334.0
2021-09-14,Subway,3011275.0
2021-09-13,Subway,2852796.0
2021-09-12,Subway,1589976.0
2021-09-11,Subway,1983091.0
2021-09-10,Subway,2840443.0
2021-09-09,Subway,2702713.0
2021-09-08,Subway,2529619.0
2021-09-07,Subway,2233674.0
2021-09-06,Subway,1521388.0
2021-09-05,Subway,1415352.0
2021-09-04,Subway,1777639.0
2021-09-03,Subway,2390392.0
2021-09-02,Subway,1661558.0
2021-09-01,Subway,2294448.0
2021-08-31,Subway,2532584.0
2021-08-30,Subway,2321000.0
2021-08-29,Subway,1398566.0
2021-08-28,Subway,1659434.0
2021-08-27,Subway,2388210.0
2021-08-26,Subway,2480137.0
2021-08-25,Subway,2498255.0
2021-08-24,Subway,2462365.0
2021-08-23,Subway,2052669.0
2021-08-22,Subway,745240.0
2021-08-21,Subway,1715030.0
2021-08-20,Subway,2456334.0
2021-08-19,Subway,2439624.0
2021-08-18,Subway,2445638.0
2021-08-17,Subway,2427611.0
2021-08-16,Subway,2287627.0
2021-08-15,Subway,1430620.0
2021-08-14,Subway,1718222.0
2021-08-13,Subway,2430102.0
2021-08-12,Subway,2448589.0
2021-08-11,Subway,2475949.0
2021-08-10,Subway,2442194.0
2021-08-09,Subway,2289434.0
2021-08-08,Subway,1333885.0
2021-08-07,Subway,1780458.0
2021-08-06,Subway,2519444.0
2021-08-05,Subway,2529190.0
2021-08-04,Subway,2529002.0
2021-08-03,Subway,2483802.0
2021-08-02,Subway,2333923.0
2021-08-01,Subway,1351294.0
2021-07-31,Subway,1841007.0
2021-07-30,Subway,2557677.0
2021-07-29,Subway,2428764.0
2021-07-28,Subway,2534756.0
2021-07-27,Subway,2487947.0
2021-07-26,Subway,2318455.0
2021-07-25,Subway,1364830.0
2021-07-24,Subway,1852402.0
2021-07-23,Subway,2552330.0
2021-07-22,Subway,2582151.0
2021-07-21,Subway,2504568.0
2021-07-20,Subway,2462002.0
2021-07-19,Subway,2327756.0
2021-07-18,Subway,1405344.0
2021-07-17,Subway,1717480.0
2021-07-16,Subway,2536569.0
2021-07-15,Subway,2581582.0
2021-07-14,Subway,2517615.0
2021-07-13,Subway,2457526.0
2021-07-12,Subway,2245412.0
2021-07-11,Subway,1365854.0
2021-07-10,Subway,1781717.0
2021-07-09,Subway,2318387.0
2021-07-08,Subway,2364250.0
2021-07-07,Subway,2437064.0
2021-07-06,Subway,2302002.0
2021-07-05,Subway,1495709.0
2021-07-04,Subway,1468510.0
2021-07-03,Subway,1541988.0
2021-07-02,Subway,2296044.0
2021-07-01,Subway,2292461.0
2021-06-30,Subway,2346388.0
2021-06-29,Subway,2343739.0
2021-06-28,Subway,2252362.0
2021-06-27,Subway,1559967.0
2021-06-26,Subway,1854179.0
2021-06-25,Subway,2582713.0
2021-06-24,Subway,2552639.0
2021-06-23,Subway,2547416.0
2021-06-22,Subway,2354873.0
2021-06-21,Subway,2264368.0
2021-06-20,Subway,1389352.0
2021-06-19,Subway,1784312.0
2021-06-18,Subway,2572013.0
2021-06-17,Subway,2552497.0
2021-06-16,Subway,2519444.0
2021-06-15,Subway,2469785.0
2021-06-14,Subway,2223186.0
2021-06-13,Subway,1379959.0
2021-06-12,Subway,1775538.0
2021-06-11,Subway,2468258.0
2021-06-10,Subway,2473818.0
2021-06-09,Subway,2386026.0
2021-06-08,Subway,2265591.0
2021-06-07,Subway,2223265.0
2021-06-06,Subway,1363344.0
2021-06-05,Subway,1792204.0
2021-06-04,Subway,2310032.0
2021-06-03,Subway,2233917.0
2021-06-02,Subway,2343745.0
2021-06-01,Subway,2258831.0
2021-05-31,Subway,1389651.0
2021-05-30,Subway,1065176.0
2021-05-29,Subway,1370135.0
2021-05-28,Subway,2232599.0
2021-05-27,Subway,2352019.0
2021-05-26,Subway,2275882.0
2021-05-25,Subway,2270945.0
2021-05-24,Subway,2118877.0
2021-05-23,Subway,1268928.0
2021-05-22,Subway,1645268.0
2021-05-21,Subway,2331876.0
2021-05-20,Subway,2269471.0
2021-05-19,Subway,2257549.0
2021-05-18,Subway,2150049.0
2021-05-17,Subway,2022584.0
2021-05-16,Subway,1201904.0
2021-05-15,Subway,1637231.0
2021-05-14,Subway,2266974.0
2021-05-13,Subway,2163052.0
2021-05-12,Subway,2182277.0
2021-05-11,Subway,2148322.0
2021-05-10,Subway,1990039.0
2021-05-09,Subway,1107878.0
2021-05-08,Subway,1444674.0
2021-05-07,Subway,2238033.0
2021-05-06,Subway,2199943.0
2021-05-05,Subway,2074543.0
2021-05-04,Subway,2120071.0
2021-05-03,Subway,1971010.0
2021-05-02,Subway,1153471.0
2021-05-01,Subway,1515211.0
2021-04-30,Subway,2159476.0
2021-04-29,Subway,2028524.0
2021-04-28,Subway,2135793.0
2021-04-27,Subway,2041698.0
2021-04-26,Subway,1955370.0
2021-04-25,Subway,985027.0
2021-04-24,Subway,1520057.0
2021-04-23,Subway,2121350.0
2021-04-22,Subway,2040232.0
2021-04-21,Subway,1965922.0
2021-04-20,Subway,2082495.0
2021-04-19,Subway,1911326.0
2021-04-18,Subway,1082503.0
2021-04-17,Subway,1425036.0
2021-04-16,Subway,2078856.0
2021-04-15,Subway,1906733.0
2021-04-14,Subway,2018126.0
2021-04-13,Subway,2012153.0
2021-04-12,Subway,1845836.0
2021-04-11,Subway,899646.0
2021-04-10,Subway,1391245.0
2021-04-09,Subway,2026724.0
2021-04-08,Subway,2013413.0
2021-04-07,Subway,1985370.0
2021-04-06,Subway,1942198.0
2021-04-05,Subway,1818703.0
2021-04-04,Subway,950194.0
2021-04-03,Subway,1318461.0
2021-04-02,Subway,1757698.0
2021-04-01,Subway,1841815.0
2021-03-31,Subway,1808546.0
2021-03-30,Subway,1881537.0
2021-03-29,Subway,1742162.0
2021-03-28,Subway,807247.0
2021-03-27,Subway,1374266.0
2021-03-26,Subway,1938246.0
2021-03-25,Subway,1925768.0
2021-03-24,Subway,1828084.0
2021-03-23,Subway,1879574.0
2021-03-22,Subway,1801438.0
2021-03-21,Subway,1013386.0
2021-03-20,Subway,1307403.0
2021-03-19,Subway,1906749.0
2021-03-18,Subway,1771092.0
2021-03-17,Subway,1866414.0
2021-03-16,Subway,1798288.0
2021-03-15,Subway,1730024.0
2021-03-14,Subway,923968.0
2021-03-13,Subway,1257372.0
2021-03-12,Subway,1914465.0
2021-03-11,Subway,1881902.0
2021-03-10,Subway,1849077.0
2021-03-09,Subway,1834068.0
2021-03-08,Subway,1719586.0
2021-03-07,Subway,894119.0
2021-03-06,Subway,1167884.0
2021-03-05,Subway,1825915.0
2021-03-04,Subway,1808744.0
2021-03-03,Subway,1846431.0
2021-03-02,Subway,1749511.0
2021-03-01,Subway,1696274.0
2021-02-28,Subway,810071.0
2021-02-27,Subway,1072932.0
2021-02-26,Subway,1822812.0
2021-02-25,Subway,1798165.0
2021-02-24,Subway,1806306.0
2021-02-23,Subway,1730198.0
2021-02-22,Subway,1582054.0
2021-02-21,Subway,836095.0
2021-02-20,Subway,1110589.0
2021-02-19,Subway,1566021.0
2021-02-18,Subway,1381886.0
2021-02-17,Subway,1733160.0
2021-02-16,Subway,1627528.0
2021-02-15,Subway,1218593.0
2021-02-14,Subway,858014.0
2021-02-13,Subway,1092063.0
2021-02-12,Subway,1706430.0
2021-02-11,Subway,1714656.0
2021-02-10,Subway,1750121.0
2021-02-09,Subway,1666467.0
2021-02-08,Subway,1639753.0
2021-02-07,Subway,652521.0
2021-02-06,Subway,1148477.0
2021-02-05,Subway,1741015.0
2021-02-04,Subway,1785833.0
2021-02-03,Subway,1702598.0
2021-02-02,Subway,1005985.0
2021-02-01,Subway,583230.0
2021-01-31,Subway,722853.0
2021-01-30,Subway,942615.0
2021-01-29,Subway,1511680.0
2021-01-28,Subway,1646806.0
2021-01-27,Subway,1660278.0
2021-01-26,Subway,1550953.0
2021-01-25,Subway,1592468.0
2021-01-24,Subway,741139.0
2021-01-23,Subway,997551.0
2021-01-22,Subway,1672001.0
2021-01-21,Subway,1652842.0
2021-01-20,Subway,1575075.0
2021-01-19,Subway,1635915.0
2021-01-18,Subway,1276978.0
2021-01-17,Subway,797654.0
2021-01-16,Subway,991500.0
2021-01-15,Subway,1627120.0
2021-01-14,Subway,1647396.0
2021-01-13,Subway,1641652.0
2021-01-12,Subway,1640428.0
2021-01-11,Subway,1568207.0
2021-01-10,Subway,763097.0
2021-01-09,Subway,990412.0
2021-01-08,Subway,1619242.0
2021-01-07,Subway,1611099.0
2021-01-06,Subway,1613629.0
2021-01-05,Subway,1597518.0
2021-01-04,Subway,1557977.0
2021-01-03,Subway,653187.0
2021-01-02,Subway,988418.0
2021-01-01,Subway,613692.0
2020-12-31,Subway,1274984.0
2020-12-30,Subway,1582486.0
2020-12-29,Subway,1555198.0
2020-12-28,Subway,1510168.0
2020-12-27,Subway,760350.0
2020-12-26,Subway,879170.0
2020-12-25,Subway,485208.0
2020-12-24,Subway,1312480.0
2020-12-23,Subway,1772537.0
2020-12-22,Subway,1760948.0
2020-12-21,Subway,1716035.0
2020-12-20,Subway,821265.0
2020-12-19,Subway,1112827.0
2020-12-18,Subway,1735664.0
2020-12-17,Subway,1079818.0
2020-12-16,Subway,1569079.0
2020-12-15,Subway,1783388.0
2020-12-14,Subway,1584089.0
2020-12-13,Subway,911439.0
2020-12-12,Subway,1091352.0
2020-12-11,Subway,1786290.0
2020-12-10,Subway,1761336.0
2020-12-09,Subway,1701926.0
2020-12-08,Subway,1540893.0
2020-12-07,Subway,1656627.0
2020-12-06,Subway,878393.0
2020-12-05,Subway,1000240.0
2020-12-04,Subway,1701628.0
2020-12-03,Subway,1736045.0
2020-12-02,Subway,1699968.0
2020-12-01,Subway,1706348.0
2020-11-30,Subway,1459131.0
2020-11-29,Subway,826974.0
2020-11-28,Subway,1032823.0
2020-11-27,Subway,1263473.0
