pickup_date,total_trips
2023-05-07,101326.0
2023-05-08,98829.0
2023-05-09,115881.0
2023-05-10,120905.0
2023-05-11,130176.0
2023-05-12,126017.0
2023-05-13,122061.0
2023-05-14,109618.0
2023-05-15,109010.0
2023-05-16,124635.0
2023-05-17,132303.0
2023-05-18,134666.0
2023-05-19,128064.0
2023-05-20,119245.0
2023-05-21,102831.0
2023-05-22,103944.0
2023-05-23,116525.0
2023-05-24,125529.0
2023-05-25,117282.0
2023-05-26,102637.0
2023-05-27,94051.0
2023-05-28,83598.0
2023-05-29,75328.0
2023-05-30,100255.0
2023-05-31,114657.0
2023-06-01,123274.0
2023-06-02,118971.0
2023-06-03,118159.0
2023-06-04,100293.0
2023-06-05,103470.0
2023-06-06,121171.0
2023-06-07,123777.0
2023-06-08,119707.0
2023-06-09,115274.0
2023-06-10,112661.0
2023-06-11,97186.0
2023-06-12,107280.0
2023-06-13,117830.0
2023-06-14,122674.0
2023-06-15,127950.0
2023-06-16,111438.0
2023-06-17,106180.0
2023-06-18,92330.0
2023-06-19,86472.0
2023-06-20,108308.0
2023-06-21,116382.0
2023-06-22,121639.0
2023-06-23,114620.0
2023-06-24,109367.0
2023-06-25,94615.0
2023-06-26,100099.0
2023-06-27,109565.0
2023-06-28,105972.0
2023-06-29,105334.0
2023-06-30,95261.0
2023-07-01,81262.0
2023-07-02,68485.0
2023-07-03,64545.0
2023-07-04,57463.0
2023-07-05,84862.0
2023-07-06,93055.0
2023-07-07,90544.0
2023-07-08,90854.0
2023-07-09,79624.0
2023-07-10,88708.0
2023-07-11,103604.0
2023-07-12,110270.0
2023-07-13,112990.0
2023-07-14,99096.0
2023-07-15,101121.0
2023-07-16,80846.0
2023-07-17,93782.0
2023-07-18,106373.0
2023-07-19,110950.0
2023-07-20,111622.0
2023-07-21,100512.0
2023-07-22,99855.0
2023-07-23,86900.0
2023-07-24,89904.0
2023-07-25,102879.0
2023-07-26,109255.0
2023-07-27,112865.0
2023-07-28,103060.0
2023-07-29,97580.0
2023-07-30,88221.0
2023-07-31,86006.0
2023-08-01,98390.0
2023-08-02,101581.0
2023-08-03,103025.0
2023-08-04,92055.0
2023-08-05,93117.0
2023-08-06,81141.0
2023-08-07,83589.0
2023-08-08,95660.0
2023-08-09,100223.0
2023-08-10,104847.0
2023-08-11,92468.0
2023-08-12,90486.0
2023-08-13,80640.0
2023-08-14,83588.0
2023-08-15,93191.0
2023-08-16,99562.0
2023-08-17,100030.0
2023-08-18,89969.0
2023-08-19,90381.0
2023-08-20,78346.0
2023-08-21,79909.0
2023-08-22,86919.0
2023-08-23,92261.0
2023-08-24,95449.0
2023-08-25,89251.0
2023-08-26,90883.0
2023-08-27,81571.0
2023-08-28,78296.0
2023-08-29,93828.0
2023-08-30,92289.0
2023-08-31,91256.0
2023-09-01,86692.0
2023-09-02,82424.0
2023-09-03,79003.0
2023-09-04,72691.0
2023-09-05,102695.0
2023-09-06,117759.0
2023-09-07,129391.0
2023-09-08,124668.0
2023-09-09,117255.0
2023-09-10,105142.0
2023-09-11,107401.0
2023-09-12,119000.0
2023-09-13,118623.0
2023-09-14,125129.0
2023-09-15,116571.0
2023-09-16,111808.0
2023-09-17,95051.0
2023-09-18,96460.0
2023-09-19,104565.0
2023-09-20,108434.0
2023-09-21,41939.0
2023-09-22,4633.0
2023-09-23,5732.0
2023-09-24,4813.0
2023-09-25,91344.0
2023-09-26,112520.0
2023-09-27,119199.0
2023-09-28,127429.0
2023-09-29,105091.0
2023-09-30,113279.0
2023-10-01,102966.0
2023-10-02,99827.0
2023-10-03,112850.0
2023-10-04,119095.0
2023-10-05,123621.0
2023-10-06,116222.0
2023-10-07,112972.0
2023-10-08,98326.0
2023-10-09,85555.0
2023-10-10,110541.0
2023-10-11,118432.0
2023-10-12,127614.0
2023-10-13,118268.0
2023-10-14,121768.0
2023-10-15,103475.0
2023-10-16,102364.0
2023-10-17,116150.0
2023-10-18,120467.0
2023-10-19,127878.0
2023-10-20,124267.0
2023-10-21,121450.0
2023-10-22,107336.0
2023-10-23,99719.0
2023-10-24,113339.0
2023-10-25,119898.0
2023-10-26,130057.0
2023-10-27,127354.0
2023-10-28,131465.0
2023-10-29,109643.0
2023-10-30,97525.0
2023-10-31,101825.0
2023-11-01,126562.0
2023-11-02,128421.0
2023-11-03,122529.0
2023-11-04,123317.0
2023-11-05,107784.0
2023-11-06,102758.0
2023-11-07,112882.0
2023-11-08,124391.0
2023-11-09,129228.0
2023-11-10,125938.0
2023-11-11,124613.0
2023-11-12,108879.0
2023-11-13,103141.0
2023-11-14,118096.0
2023-11-15,124883.0
2023-11-16,131292.0
2023-11-17,122008.0
2023-11-18,127206.0
2023-11-19,99189.0
2023-11-20,99308.0
2023-11-21,111977.0
2023-11-22,92139.0
2023-11-23,64781.0
2023-11-24,77797.0
2023-11-25,88527.0
2023-11-26,85035.0
2023-11-27,96723.0
2023-11-28,120317.0
2023-11-29,115023.0
2023-11-30,124987.0
2023-12-01,128921.0
2023-12-02,122511.0
2023-12-03,106252.0
2023-12-04,102315.0
2023-12-05,120843.0
2023-12-06,129582.0
2023-12-07,135537.0
2023-12-08,132806.0
2023-12-09,135520.0
2023-12-10,112334.0
2023-12-11,110609.0
2023-12-12,126800.0
2023-12-13,136325.0
2023-12-14,144978.0
2023-12-15,141746.0
2023-12-16,136909.0
2023-12-17,107657.0
2023-12-18,101583.0
2023-12-19,122043.0
2023-12-20,118701.0
2023-12-21,117094.0
2023-12-22,111386.0
2023-12-23,83312.0
2023-12-24,65697.0
2023-12-25,45466.0
2023-12-26,68261.0
2023-12-27,81293.0
2023-12-28,84419.0
2023-12-29,86171.0
2023-12-30,82501.0
2023-12-31,76965.0
2024-01-01,81015.0
2024-01-02,75519.0
2024-01-03,82431.0
2024-01-04,102901.0
2024-01-05,103178.0
2024-01-06,97117.0
2024-01-07,67543.0
2024-01-08,80034.0
2024-01-09,93962.0
2024-01-10,95000.0
2024-01-11,105010.0
2024-01-12,103655.0
2024-01-13,104758.0
2024-01-14,94420.0
2024-01-15,77033.0
2024-01-16,93057.0
2024-01-17,110365.0
2024-01-18,110358.0
2024-01-19,95951.0
2024-01-20,108768.0
2024-01-21,84502.0
2024-01-22,85650.0
2024-01-23,99891.0
2024-01-24,105120.0
2024-01-25,110318.0
2024-01-26,105804.0
2024-01-27,110515.0
2024-01-28,92837.0
2024-01-29,84547.0
2024-01-30,101233.0
2024-01-31,102131.0
2024-02-01,109997.0
2024-02-02,105470.0
2024-02-03,110603.0
2024-02-04,88091.0
2024-02-05,88421.0
2024-02-06,102152.0
2024-02-07,102971.0
2024-02-08,114063.0
2024-02-09,110502.0
2024-02-10,111655.0
2024-02-11,96566.0
2024-02-12,92090.0
2024-02-13,69067.0
2024-02-14,121771.0
2024-02-15,122956.0
2024-02-16,105841.0
2024-02-17,105811.0
2024-02-18,93788.0
2024-02-19,76073.0
2024-02-20,97086.0
2024-02-21,103545.0
2024-02-22,115608.0
2024-02-23,102442.0
2024-02-24,117831.0
2024-02-25,95826.0
2024-02-26,86321.0
2024-02-27,118614.0
2024-02-28,112463.0
2024-02-29,129909.0
2024-03-01,117640.0
2024-03-02,122463.0
2024-03-03,97000.0
2024-03-04,94198.0
2024-03-05,112562.0
2024-03-06,132881.0
2024-03-07,122119.0
2024-03-08,119534.0
2024-03-09,140493.0
2024-03-10,104486.0
2024-03-11,98319.0
2024-03-12,112219.0
2024-03-13,119723.0
2024-03-14,137060.0
2024-03-15,128813.0
2024-03-16,131432.0
2024-03-17,103415.0
2024-03-18,94988.0
2024-03-19,111714.0
2024-03-20,118999.0
2024-03-21,130803.0
2024-03-22,116847.0
2024-03-23,121966.0
2024-03-24,101913.0
2024-03-25,93442.0
2024-03-26,112693.0
2024-03-27,121188.0
2024-03-28,132715.0
2024-03-29,119850.0
2024-03-30,112652.0
2024-03-31,98484.0
2024-04-01,93870.0
2024-04-02,131634.0
2024-04-03,139775.0
2024-04-04,137504.0
2024-04-05,134463.0
2024-04-06,131609.0
2024-04-07,105570.0
2024-04-08,97245.0
2024-04-09,120618.0
2024-04-10,121815.0
2024-04-11,142640.0
2024-04-12,123884.0
2024-04-13,129801.0
2024-04-14,111479.0
2024-04-15,101058.0
2024-04-16,111018.0
2024-04-17,126607.0
2024-04-18,134386.0
2024-04-19,119285.0
2024-04-20,132925.0
2024-04-21,105839.0
2024-04-22,90393.0
2024-04-23,100084.0
2024-04-24,108657.0
2024-04-25,122980.0
2024-04-26,113011.0
2024-04-27,117875.0
2024-04-28,99321.0
2024-04-29,97090.0
2024-04-30,111859.0
2024-05-01,121929.0
2024-05-02,133110.0
2024-05-03,128046.0
2024-05-04,133764.0
2024-05-05,120116.0
2024-05-06,102937.0
2024-05-07,119368.0
2024-05-08,127738.0
2024-05-09,136618.0
2024-05-10,138324.0
2024-05-11,131001.0
2024-05-12,112607.0
2024-05-13,111384.0
2024-05-14,131795.0
2024-05-15,138562.0
2024-05-16,143801.0
2024-05-17,133268.0
2024-05-18,138069.0
2024-05-19,114559.0
2024-05-20,106889.0
2024-05-21,121481.0
2024-05-22,130889.0
2024-05-23,122594.0
2024-05-24,109756.0
2024-05-25,90098.0
2024-05-26,85651.0
2024-05-27,72579.0
2024-05-28,104696.0
2024-05-29,121234.0
2024-05-30,123711.0
2024-05-31,117269.0
2024-06-01,130704.0
2024-06-02,107051.0
2024-06-03,109666.0
2024-06-04,124790.0
2024-06-05,134055.0
2024-06-06,142060.0
2024-06-07,132048.0
2024-06-08,132327.0
2024-06-09,106992.0
2024-06-10,105793.0
2024-06-11,119426.0
2024-06-12,122534.0
2024-06-13,128141.0
2024-06-14,123454.0
2024-06-15,115235.0
2024-06-16,104995.0
2024-06-17,100477.0
2024-06-18,122017.0
2024-06-19,103078.0
2024-06-20,124507.0
2024-06-21,119220.0
2024-06-22,117840.0
2024-06-23,102552.0
2024-06-24,109939.0
2024-06-25,126809.0
2024-06-26,132825.0
2024-06-27,127473.0
2024-06-28,111990.0
2024-06-29,109627.0
2024-06-30,91545.0
2024-07-01,85618.0
2024-07-02,87784.0
2024-07-03,80419.0
2024-07-04,61817.0
2024-07-05,74137.0
2024-07-06,75081.0
2024-07-07,75808.0
2024-07-08,91186.0
2024-07-09,110714.0
2024-07-10,118863.0
2024-07-11,117833.0
2024-07-12,101629.0
2024-07-13,100839.0
2024-07-14,96365.0
2024-07-15,102196.0
2024-07-16,127633.0
2024-07-17,128179.0
2024-07-18,120270.0
2024-07-19,105658.0
2024-07-20,105854.0
2024-07-21,92993.0
2024-07-22,94033.0
2024-07-23,109294.0
2024-07-24,114086.0
2024-07-25,113980.0
2024-07-26,99004.0
2024-07-27,96842.0
2024-07-28,88862.0
2024-07-29,87840.0
2024-07-30,102477.0
2024-07-31,109582.0
2024-08-01,117167.0
2024-08-02,108219.0
2024-08-03,113458.0
2024-08-04,86902.0
2024-08-05,94258.0
2024-08-06,119288.0
2024-08-07,110119.0
2024-08-08,109615.0
2024-08-09,92332.0
2024-08-10,96172.0
2024-08-11,81599.0
2024-08-12,80583.0
2024-08-13,91892.0
2024-08-14,99548.0
2024-08-15,101551.0
2024-08-16,94703.0
2024-08-17,93655.0
2024-08-18,83816.0
2024-08-19,84721.0
2024-08-20,93286.0
2024-08-21,94327.0
2024-08-22,96081.0
2024-08-23,91741.0
2024-08-24,90700.0
2024-08-25,84073.0
2024-08-26,85984.0
2024-08-27,94520.0
2024-08-28,104455.0
2024-08-29,100646.0
2024-08-30,93923.0
2024-08-31,89858.0
2024-09-01,89547.0
2024-09-02,80373.0
2024-09-03,102984.0
2024-09-04,118488.0
2024-09-05,130232.0
2024-09-06,128739.0
2024-09-07,124714.0
2024-09-08,112643.0
2024-09-09,108295.0
2024-09-10,121703.0
2024-09-11,120419.0
2024-09-12,138551.0
2024-09-13,129364.0
2024-09-14,133562.0
2024-09-15,113863.0
2024-09-16,107265.0
2024-09-17,128286.0
2024-09-18,135073.0
2024-09-19,142778.0
2024-09-20,135447.0
2024-09-21,137881.0
2024-09-22,116790.0
2024-09-23,111640.0
2024-09-24,116282.0
2024-09-25,124161.0
2024-09-26,132813.0
2024-09-27,124390.0
2024-09-28,142393.0
2024-09-29,119604.0
2024-09-30,104745.0
2024-10-01,119133.0
2024-10-02,113906.0
2024-10-03,108847.0
2024-10-04,112431.0
2024-10-05,124443.0
2024-10-06,103627.0
2024-10-07,102014.0
2024-10-08,121402.0
2024-10-09,129915.0
2024-10-10,143206.0
2024-10-11,128821.0
2024-10-12,130159.0
2024-10-13,109969.0
2024-10-14,101513.0
2024-10-15,128893.0
2024-10-16,134891.0
2024-10-17,136330.0
2024-10-18,133213.0
2024-10-19,135827.0
2024-10-20,117129.0
2024-10-21,107430.0
2024-10-22,121106.0
2024-10-23,128223.0
2024-10-24,137337.0
2024-10-25,136066.0
2024-10-26,148481.0
2024-10-27,119822.0
2024-10-28,110595.0
2024-10-29,126931.0
2024-10-30,132692.0
2024-10-31,129428.0
2024-11-01,137690.0
2024-11-02,137723.0
2024-11-03,122355.0
2024-11-04,101625.0
2024-11-05,97522.0
2024-11-06,115498.0
2024-11-07,130018.0
2024-11-08,129608.0
2024-11-09,135547.0
2024-11-10,113594.0
2024-11-11,99824.0
2024-11-12,127185.0
2024-11-13,133298.0
2024-11-14,141642.0
2024-11-15,139683.0
2024-11-16,149939.0
2024-11-17,123375.0
2024-11-18,113449.0
2024-11-19,125361.0
2024-11-20,133043.0
2024-11-21,153149.0
2024-11-22,150016.0
2024-11-23,134768.0
2024-11-24,108373.0
2024-11-25,104082.0
2024-11-26,114424.0
2024-11-27,107719.0
2024-11-28,77244.0
2024-11-29,86461.0
2024-11-30,102157.0
2024-12-01,95651.0
2024-12-02,112167.0
2024-12-03,129263.0
2024-12-04,133796.0
2024-12-05,148377.0
2024-12-06,147460.0
2024-12-07,145899.0
2024-12-08,118645.0
2024-12-09,118424.0
2024-12-10,138189.0
2024-12-11,143326.0
2024-12-12,156911.0
2024-12-13,159845.0
2024-12-14,159150.0
2024-12-15,125794.0
2024-12-16,115355.0
2024-12-17,131046.0
2024-12-18,140692.0
2024-12-19,144181.0
2024-12-20,138973.0
2024-12-21,131279.0
2024-12-22,105211.0
2024-12-23,95016.0
2024-12-24,80805.0
2024-12-25,54764.0
2024-12-26,74814.0
2024-12-27,84802.0
2024-12-28,88213.0
2024-12-29,79584.0
2024-12-30,82021.0
2024-12-31,88718.0
2025-01-01,90188.0
2025-01-02,84832.0
2025-01-03,91250.0
2025-01-04,97804.0
2025-01-05,79624.0
2025-01-06,80127.0
2025-01-07,100643.0
2025-01-08,113897.0
2025-01-09,119285.0
2025-01-10,111494.0
2025-01-11,121966.0
2025-01-12,102510.0
2025-01-13,100492.0
2025-01-14,121735.0
2025-01-15,125359.0
2025-01-16,138712.0
2025-01-17,120994.0
2025-01-18,119812.0
2025-01-19,118232.0
2025-01-20,90094.0
2025-01-21,117592.0
2025-01-22,127259.0
2025-01-23,138136.0
2025-01-24,129546.0
2025-01-25,136816.0
2025-01-26,102228.0
2025-01-27,93060.0
2025-01-28,114002.0
2025-01-29,120672.0
2025-01-30,133266.0
2025-01-31,133609.0
2025-02-01,148650.0
2025-02-02,123646.0
2025-02-03,98476.0
2025-02-04,119863.0
2025-02-05,128369.0
2025-02-06,126082.0
2025-02-07,138099.0
2025-02-08,146049.0
2025-02-09,123432.0
2025-02-10,108569.0
2025-02-11,125526.0
2025-02-12,128920.0
2025-02-13,142760.0
2025-02-14,158575.0
2025-02-15,148473.0
2025-02-16,113726.0
2025-02-17,94574.0
2025-02-18,117355.0
2025-02-19,123679.0
2025-02-20,142246.0
2025-02-21,133980.0
2025-02-22,141862.0
2025-02-23,108970.0
2025-02-24,97348.0
2025-02-25,115804.0
2025-02-26,128974.0
2025-02-27,144052.0
2025-02-28,149455.0
2025-03-01,1.0
2025-03-02,1.0
2025-03-23,1.0
2026-06-26,2.0
2028-12-07,1.0
2029-05-05,1.0
2070-08-29,1.0
2098-09-11,1.0
