ds,y,prediction_5,prediction,prediction_95
2021-01-01,24830.0,32321.347547955957,44722.69549557206,52983.26140436048
2021-01-02,34314.0,21401.682596899984,32501.560342362267,41571.39303078613
2021-01-03,26345.0,12219.718819266356,25284.842754141027,36426.2705380626
2021-01-04,44545.0,30133.715409616503,39132.941890105285,50774.48283664406
2021-01-05,46880.0,38326.9348786243,47350.280787717755,56681.4492892117
2021-01-06,49547.0,36608.085228596006,46150.08244110917,54322.66358231733
2021-01-07,50290.0,32350.964926259487,40974.23080032029,51151.66396852104
2021-01-08,50477.0,33539.9608683512,42485.711017987254,52188.09261700663
2021-01-09,39911.0,33232.347189960856,43437.212692055284,52551.67104820889
2021-01-10,29855.0,26726.926474543347,35061.30719667077,45122.58826128336
2021-01-11,46849.0,38543.409464174365,49028.89028621694,57987.85840934464
2021-01-12,50133.0,41963.820750268664,53030.161991749876,61047.62930526612
2021-01-13,51306.0,43759.09839353287,51894.245066571326,63472.95883231056
2021-01-14,53051.0,36450.29881624489,45437.111223910804,54733.53266262823
2021-01-15,53026.0,33153.11814273879,47675.008793314926,56000.793500898624
2021-01-16,38723.0,37374.268189850154,45839.155782718284,54671.61928003325
2021-01-17,31985.0,23758.841434941896,35308.953643946006,44850.250319553954
2021-01-18,37092.0,41849.22364951157,51264.19947079674,62597.41502063101
2021-01-19,51149.0,41244.22991364002,51353.65601447974,60423.70703398274
2021-01-20,49438.0,38768.737670402064,50989.74479070779,59009.06347813357
2021-01-21,53280.0,30863.02526255791,46784.91059983137,55715.31505130212
2021-01-22,54285.0,37925.42645079108,47258.54888836209,58174.45275947684
2021-01-23,42054.0,36106.47155866446,44799.903197403946,52627.00275849246
2021-01-24,31033.0,24088.473359437947,35235.03162149443,46015.4196854755
2021-01-25,47423.0,39070.45138027235,48356.02048251467,56665.8156292902
2021-01-26,47818.0,46595.4277762141,55327.863347576145,64850.374108729266
2021-01-27,52655.0,41563.957215814466,52256.11605322817,61640.63294711898
2021-01-28,56444.0,42586.161068337744,50579.130526943285,58738.517096555224
2021-01-29,54602.0,39906.455116847465,49982.363655588226,58385.23330728685
2021-01-30,39233.0,33575.44102840153,45069.00497410446,55091.06220313756
2021-01-31,31191.0,21309.118194759318,35146.23622407569,43671.23259907979
2021-02-01,6806.0,36755.485652520925,48165.20359340889,56537.79018490862
2021-02-02,29180.0,28820.20327341425,40852.31924137341,50546.69225519879
2021-02-03,55440.0,29226.81252819005,39267.902377033824,51075.923910702586
2021-02-04,59326.0,32936.79581391634,42412.93120654169,52205.874407269635
2021-02-05,57770.0,35992.80590123011,46496.15731485763,55505.916535605895
2021-02-06,49989.0,32436.04510755855,39523.5355897041,47372.598833331394
2021-02-07,27488.0,23350.4172730786,35910.473811994656,47790.62092324377
2021-02-08,51729.0,30417.62453512531,41346.24638870328,52200.9208099825
2021-02-09,52733.0,47811.3265390711,55290.08887509504,62645.52550817146
2021-02-10,57857.0,51537.71881910732,60757.284436657515,69758.34987943128
2021-02-11,58625.0,50028.89073773813,57956.417686438115,67191.22201963468
2021-02-12,63611.0,45259.50863466535,56569.70549671214,62841.774853639596
2021-02-13,48355.0,37244.22771390948,47852.414340768344,57394.23015929613
2021-02-14,39672.0,27310.073581620436,37090.77007952733,48381.35176294173
2021-02-15,40322.0,40265.69532724925,49060.4458395882,60363.79391257689
2021-02-16,51211.0,45019.640278082334,56141.275862750554,64691.36088277528
2021-02-17,60166.0,49643.69196767904,60031.65236971486,69323.03903594347
2021-02-18,38121.0,49610.53202848977,60243.7007599974,67744.35252698167
2021-02-19,53029.0,40977.363570677946,51482.18928566924,62879.54769050173
2021-02-20,51340.0,31710.660061356444,40609.90149309661,52488.531011049025
2021-02-21,37119.0,25085.201752599212,33437.95032267929,43106.93328220457
2021-02-22,50700.0,34429.11514009325,43417.66035200976,53234.75821379155
2021-02-23,57160.0,44403.1625660547,55312.59221763932,64343.80979552256
2021-02-24,59969.0,54550.26397603882,62287.79786690904,73606.02067725669
2021-02-25,61984.0,46889.67094725884,56683.06406556818,66793.74550618033
2021-02-26,65394.0,52324.99174178495,61653.434424652645,71428.5825974882
2021-02-27,48981.0,41777.2268151217,52537.0543969514,63917.43520624
2021-02-28,37619.0,28779.31590320311,39799.50760384786,49349.04008301513
2021-03-01,54838.0,39600.57039075196,50273.286168739614,61399.09841792665
2021-03-02,61843.0,52641.23740383322,59570.009497541265,70915.73049678752
2021-03-03,63297.0,55163.54043725068,67157.14261717591,74631.26389919686
2021-03-04,67141.0,52638.60212837825,61269.180611573356,71058.22616207851
2021-03-05,69582.0,56291.04063108795,66787.21865755941,77198.9730576197
2021-03-06,55004.0,49547.170484623784,58211.644987530024,65890.8156751057
2021-03-07,38947.0,35109.89406880796,44714.88106227874,54704.79083163619
2021-03-08,56282.0,45904.511780841785,54871.15530601578,65156.68797215583
2021-03-09,62056.0,52952.537531207534,63374.702109470934,74773.67663477479
2021-03-10,64635.0,57357.41247357449,68627.40808955318,75025.2506170167
2021-03-11,68222.0,53525.30055484837,64145.037702670335,74429.2586042766
2021-03-12,71716.0,61473.6982921557,68958.48548404216,80022.21393371213
2021-03-13,60870.0,48264.73513906431,58443.77708560017,67916.54634555955
2021-03-14,43964.0,35417.21942501477,46871.697736854236,55062.038934774944
2021-03-15,61407.0,51023.43910172874,58895.32891028755,66292.53088114272
2021-03-16,65479.0,58680.45334065285,66906.25467683967,75646.05291300511
2021-03-17,71510.0,62939.6168723791,70830.94601751391,80119.33673613887
2021-03-18,71539.0,62091.44880826886,70908.62534880658,78773.39243636059
2021-03-19,74427.0,62843.38727503599,73892.56530141519,84997.70410242857
2021-03-20,61538.0,50617.54087462569,62134.02165308403,69944.87361302212
2021-03-21,45124.0,37415.25080223445,48168.66043794228,60077.720357033824
2021-03-22,59959.0,51935.10163694038,61666.03037351501,71434.38505650128
2021-03-23,63548.0,57741.25788942495,67411.41040100684,76301.03092437555
2021-03-24,68659.0,61916.61646143098,70096.25516892798,79600.69298158042
2021-03-25,69841.0,58922.00993275193,69357.92239970795,78570.67377601353
2021-03-26,73535.0,61713.77414018869,71893.87222171683,84926.14966877428
2021-03-27,67392.0,51875.852021478844,59817.634470518016,71007.08886503176
2021-03-28,40404.0,42348.34256722011,49382.16250440669,58315.76979186911
2021-03-29,58127.0,51803.203180683326,61571.62322288114,70862.10182215176
2021-03-30,66702.0,56325.96969843602,65396.14685733724,73947.93460374002
2021-03-31,67542.0,63202.19130556277,72132.36320769036,82124.19838921494
2021-04-01,72434.0,60727.99651845756,69587.76457973995,81356.45087626425
2021-04-02,72350.0,65004.08679318382,73632.8950247766,81331.49956710395
2021-04-03,61847.0,49637.35400762497,60778.44295485217,69614.69490234223
2021-04-04,46310.0,37037.274759978376,44716.188130857656,52517.488367188875
2021-04-05,62955.0,53404.91464468076,61639.078931565666,71177.40421046906
2021-04-06,70472.0,60084.370402299384,69555.36867447074,80143.23312899056
2021-04-07,74662.0,62363.92664997084,74181.23855419713,84420.49184238174
2021-04-08,77611.0,64555.97237335288,75760.81220716356,85437.09211242115
2021-04-09,78827.0,66208.1136163973,78727.3469688122,88203.76596943683
2021-04-10,68688.0,57456.32780162042,69405.57314551098,78409.83835904225
2021-04-11,47584.0,40201.20678036231,50801.22506090068,61363.456159627225
2021-04-12,70272.0,57635.45088390217,67078.41194881606,75795.97675901919
2021-04-13,74244.0,66027.54293730712,74637.58158597727,83996.10404902996
2021-04-14,77299.0,69602.18965383977,79296.49938123903,90383.86979940589
2021-04-15,80429.0,70055.70944972994,79838.100742548,90404.71117651531
2021-04-16,82456.0,71047.35177512735,81137.46849838813,91252.05217335407
2021-04-17,74101.0,58917.8434229645,70463.7908816394,78936.63193341349
2021-04-18,54143.0,45723.89393982308,54967.52329006116,64376.8605387144
2021-04-19,67688.0,61187.07428437967,72646.37966134158,82390.57369509763
2021-04-20,78724.0,68282.79726388319,77279.31034380243,85288.25771066213
2021-04-21,79367.0,73510.78537680741,81849.39298550779,92247.62417931142
2021-04-22,84344.0,74819.81727859264,83191.57525718195,94796.01698853409
2021-04-23,84623.0,75522.91704227756,84871.64864017586,92229.83785209758
2021-04-24,78858.0,65779.87387713636,75097.79016916502,88955.13247810748
2021-04-25,49330.0,51289.104911697934,58731.889992928554,68735.18393149292
2021-04-26,70215.0,61432.83156840862,70890.97060278032,81240.89205199224
2021-04-27,76481.0,68872.20664534859,77935.08207816002,85562.31324893616
2021-04-28,83553.0,66823.50173522251,81160.81490709138,91327.06855627138
2021-04-29,82210.0,73167.13930024332,84544.47898880058,93548.36506548832
2021-04-30,89141.0,76086.0113107407,85839.49556110657,94859.40972103349
2021-05-01,80717.0,66463.4720301828,77076.96621583622,89204.12056855654
2021-05-02,60957.0,43834.267550269935,57405.184935826655,66667.28093893462
2021-05-03,75261.0,64167.01449675023,76152.35311064252,85843.61781932708
2021-05-04,80894.0,73507.3431317853,83395.1009004122,95321.29444940327
2021-05-05,87029.0,76028.20373536546,86674.59385599187,96400.74031890716
2021-05-06,88472.0,74442.92447026391,88640.93335662488,98050.93383751277
2021-05-07,92383.0,82047.84467539455,90971.21372034324,101431.07504669703
2021-05-08,80021.0,71545.5089293683,82494.38944472268,91791.75124816941
2021-05-09,64461.0,51710.91762142008,60516.39835671526,69585.1191189422
2021-05-10,74390.0,70010.06350761719,79594.49419824302,89119.63774924108
2021-05-11,83498.0,74511.93083549125,84679.96962436002,92026.36332220073
2021-05-12,86867.0,80095.7900850056,88046.66349359918,99057.40943878127
2021-05-13,82527.0,78705.9139426274,88523.48235036277,98107.77198852798
2021-05-14,92518.0,79791.1329297733,90428.44395454403,98305.61426682367
2021-05-15,88865.0,72158.1429746787,81991.68838155235,90634.13019021394
2021-05-16,66387.0,54521.778314360454,65234.97677781436,79339.55601365876
2021-05-17,74097.0,70322.62974777257,79747.7965054609,89798.24804370094
2021-05-18,84772.0,77217.06510493005,84733.24687712791,94195.15677294633
2021-05-19,90733.0,82729.14736012508,90567.59933760931,99832.41188026112
2021-05-20,92695.0,80977.98668539342,91116.0575645986,99643.15798512821
2021-05-21,94927.0,89084.06972211707,96643.97852855208,105662.8481974717
2021-05-22,93359.0,77787.92287936834,86002.76570189964,98431.83831332337
2021-05-23,71494.0,59762.91507081551,68039.89954142687,79245.91384975279
2021-05-24,81403.0,75365.33472862426,84826.50780537268,91798.35985319068
2021-05-25,88685.0,84424.75962665696,91333.06065153779,97803.52187391307
2021-05-26,93364.0,87954.19278309004,95977.84896938289,104109.2799475077
2021-05-27,92466.0,85535.39847133293,95874.17183575597,105080.75764291783
2021-05-28,87929.0,88640.0872472208,97548.40984390106,108918.48978697367
2021-05-29,64946.0,78150.18420092543,88338.68526083737,98289.66767009626
2021-05-30,54240.0,49709.95204042197,60039.52478689025,68509.6081002276
2021-05-31,56720.0,59949.06821551528,70847.93377290442,82410.29204376486
2021-06-01,86021.0,60502.072410116365,74572.80875836682,82973.44165943188
2021-06-02,92571.0,73281.54080181727,83055.37622104737,91778.59286670563
2021-06-03,96504.0,78186.4614643542,87534.93055177058,94735.9925373409
2021-06-04,95589.0,84836.02347152865,92386.60669208711,102558.76805962995
2021-06-05,97983.0,72494.77199128608,83743.89312125024,92788.9428457968
2021-06-06,77634.0,61018.879124135754,70188.14697942772,79130.9274323088
2021-06-07,88869.0,75549.09759152443,83768.5110243262,94178.76589113778
2021-06-08,94675.0,89082.39942046598,99339.14041594244,109068.68052198661
2021-06-09,99484.0,90866.34790934293,101840.76506748836,111420.93973121165
2021-06-10,103982.0,92443.46970496517,103084.56520317527,111208.11876433429
2021-06-11,98321.0,94805.05711290085,103544.5925575541,113009.77869555539
2021-06-12,93963.0,83650.26207641105,93755.18180844051,102470.77741578007
2021-06-13,73784.0,63843.94304965896,73368.78306760333,81585.43529424869
2021-06-14,86939.0,73584.72568950144,85949.00184819278,96446.07598320382
2021-06-15,98038.0,86725.58582944263,97294.32048244381,106776.51296996043
2021-06-16,102175.0,93219.99777056601,103471.44862362,112226.7524496441
2021-06-17,102964.0,95687.75707962159,104069.56458257133,111629.68368776095
2021-06-18,98994.0,95044.84362416006,103208.30248050278,113534.09687719872
2021-06-19,96406.0,81435.98719477224,94254.4637719627,105681.09400097658
2021-06-20,77945.0,64904.17144734308,75055.49232473402,85739.96791466161
2021-06-21,90870.0,76810.01043311426,88426.94171179135,97576.25543175953
2021-06-22,99019.0,91880.26478333717,99701.6767716825,108713.44787401993
2021-06-23,102895.0,96502.22626548949,104182.3780133264,113124.43352095052
2021-06-24,104639.0,95717.42484213602,106091.02802472873,114754.14351970716
2021-06-25,103294.0,94557.93765994426,105355.02219011862,115368.57868952608
2021-06-26,98690.0,89853.75829753309,98820.04332877995,105935.82001839315
2021-06-27,77379.0,64694.32940438961,77847.71601316257,87854.54039520764
2021-06-28,91543.0,82503.42238051762,89929.6850872384,99868.37969838495
2021-06-29,101112.0,88226.79293074961,101882.62211130984,111679.28106003188
2021-06-30,101923.0,90942.82644989599,106103.25638670471,118129.82734532548
2021-07-01,93848.0,94112.68246565151,105162.32221849376,115586.70148415129
2021-07-02,87546.0,92497.44087782822,101168.92843754476,110090.7262027171
2021-07-03,71122.0,83031.68916021606,90915.02985067299,100259.80864110314
2021-07-04,60544.0,54369.95239729939,63705.30656692521,75480.0541445804
2021-07-05,64728.0,68123.65441707059,77031.80684301378,87399.24542609089
2021-07-06,89457.0,72144.4272893964,83534.06357760538,94100.17453761859
2021-07-07,97200.0,76539.71641445716,88273.94457845198,97038.98802411312
2021-07-08,94581.0,81252.91525983748,92040.79276125679,100254.98054141276
2021-07-09,93585.0,81430.43971141256,90498.6002427731,101059.30586822108
2021-07-10,93833.0,76812.23883794973,84902.82092133001,94019.549891803
2021-07-11,75946.0,58609.7732865731,70822.95821286409,78979.78564245896
2021-07-12,84894.0,75903.78699400439,83553.57040392655,100104.46361541063
2021-07-13,96611.0,87780.6904885504,97718.49031902695,108103.89612777659
2021-07-14,104639.0,91801.32096288027,102269.77835951812,110616.16849183201
2021-07-15,106008.0,91836.20823129066,101489.58987537588,109123.2103554457
2021-07-16,102924.0,91096.28704723938,102527.58745855224,114661.20281897325
2021-07-17,95242.0,85773.18998134948,96477.22265883567,104592.21899491882
2021-07-18,77384.0,67242.79205680224,78643.486692378,86742.39644205691
2021-07-19,88980.0,75830.27671362956,88930.40205745886,98691.48533798991
2021-07-20,92433.0,89005.56456467825,101703.51439259938,111792.64983694014
2021-07-21,98271.0,95457.63229294182,104651.1523091949,113886.81141105304
2021-07-22,103940.0,90506.7766375068,101791.8006632614,111608.76330097279
2021-07-23,99049.0,87711.71821158683,101052.38395622703,108363.38909926488
2021-07-24,93266.0,81224.18381752436,95141.70020508746,103422.79360472094
2021-07-25,75580.0,68091.97589210742,76492.32702437183,85328.49291306557
2021-07-26,89132.0,79161.96814230186,86382.00143052715,97615.31608358429
2021-07-27,99360.0,88371.24842671752,98636.37745101636,106160.53782664039
2021-07-28,99702.0,95158.9807570482,104738.42469785229,113495.41914891258
2021-07-29,99762.0,96053.66314944315,103632.251184685,114324.01467719997
2021-07-30,99162.0,88328.8682888103,100053.75903744865,108003.70347879517
2021-07-31,93384.0,86435.07863147189,94124.03094233542,103147.13800947925
2021-08-01,73086.0,67175.797440569,76496.38529099064,85927.9507208352
2021-08-02,83305.0,77521.41007150657,86734.70950705474,95818.01378937223
2021-08-03,93910.0,85091.48431572753,96985.12179828703,110371.76232929534
2021-08-04,97778.0,91850.36100190351,99969.3863112786,111814.69042241272
2021-08-05,99331.0,90521.43822212127,100161.12904955616,108814.32982555333
2021-08-06,97852.0,91072.48687113718,99161.57835177242,108459.70780819567
2021-08-07,90630.0,84240.57922618289,93749.2213563511,102936.30037560685
2021-08-08,74449.0,62935.037761092455,73835.01000252977,82899.62496398958
2021-08-09,83049.0,74564.51264012721,83953.4712461323,92891.41334715695
2021-08-10,96402.0,83644.8712565046,95310.17750036536,105134.49081249819
2021-08-11,100816.0,90358.89916767429,100475.16643571116,109224.78801849323
2021-08-12,99203.0,90592.78814038173,100648.54960484288,111532.07723184543
2021-08-13,99126.0,91306.17524643717,99740.77476447611,110326.4577158072
2021-08-14,91550.0,80357.93872912838,92802.15202975197,103098.44824934127
2021-08-15,76813.0,66009.98095923616,75776.57727775812,86522.21737152734
2021-08-16,82197.0,76734.61286989241,86430.68487232784,92648.42632467022
2021-08-17,91749.0,87287.86209489482,96744.16148939998,104885.99964354311
2021-08-18,95926.0,90645.75008444837,99723.90037480005,107498.2305834586
2021-08-19,99488.0,89332.31275543424,99135.66009193432,109788.90097821837
2021-08-20,99268.0,87812.48260748803,97487.94200810393,106535.60539814805
2021-08-21,98613.0,81838.31453181502,92109.54381403228,102919.66505458875
2021-08-22,53247.0,66878.72727436801,77512.64668391272,86745.06855932326
2021-08-23,80802.0,68491.62403326697,79776.1726084482,92183.26453045609
2021-08-24,93733.0,81315.80106216496,90170.49242300037,100550.20860903438
2021-08-25,98428.0,88680.39745554459,97162.2204112768,110178.02652417119
2021-08-26,101124.0,86977.01469362645,98305.53466645873,108275.7053735364
2021-08-27,96582.0,90237.51448680146,98707.60182710017,110335.03213442246
2021-08-28,89008.0,82967.39255269892,92651.75143366179,105323.96329271862
2021-08-29,73010.0,55431.9694757265,68249.09520741312,78495.2788038516
2021-08-30,84107.0,75787.16805976775,83790.25980905464,96972.21189080011
2021-08-31,93718.0,87072.09461290223,95612.81571360826,105941.34921336737
2021-09-01,88185.0,89742.75456922737,99526.37379950409,109087.02854288481
2021-09-02,93100.0,87092.1211784812,97398.29395810029,105725.32220704394
2021-09-03,95630.0,83195.5386053126,95314.82650851944,105122.30766747256
2021-09-04,88527.0,80473.03364736233,88859.37185062704,99523.6575746175
2021-09-05,74209.0,56608.66322719534,67854.84009488439,75137.12913106247
2021-09-06,71712.0,74369.95638056655,82432.85575305275,91948.39432637324
2021-09-07,88673.0,79782.98901169901,90332.70527239935,100500.27259013033
2021-09-08,102042.0,81452.15833853905,93522.41065775376,100946.11979297186
2021-09-09,105817.0,90898.48850753171,99340.49551234649,110822.73577008033
2021-09-10,109813.0,91409.63346365381,100045.90366152409,107475.4504688736
2021-09-11,107560.0,88430.99898418602,98133.2874029414,108273.69537321628
2021-09-12,87232.0,72080.92436794846,80756.14493952121,91045.77006910725
2021-09-13,95735.0,82678.03008140752,92691.12008657257,103112.24089298444
2021-09-14,102209.0,98154.2792105988,106848.32741158214,116760.24434161502
2021-09-15,106884.0,97738.27402967119,110768.44045954621,118416.70794074937
2021-09-16,102456.0,100784.97145043004,111328.74144968584,119666.44951641274
2021-09-17,110693.0,96049.76882911283,108031.86309125143,118468.0638991103
2021-09-18,111362.0,94706.31338322518,103513.79892013503,111651.31257495604
2021-09-19,88272.0,75056.81088033844,85109.05408567737,93784.60755448182
2021-09-20,92218.0,85437.37554864261,95692.54838231923,107614.9249547498
2021-09-21,99871.0,95146.8194161642,105760.47137884017,116241.09957283139
2021-09-22,105877.0,100316.00458091014,108530.1444264556,118904.94797146079
