ds,y,prediction_5,prediction,prediction_95
2021-05-20,92695.0,81315.66360129553,91674.01791058558,99446.32926116191
2021-05-21,94927.0,84957.70510541972,96616.47020450412,105587.2379995317
2021-05-22,93359.0,75914.28079350691,86331.98062652271,97046.60044599372
2021-05-23,71494.0,58077.31973224563,68273.58048368478,78369.53609380261
2021-05-24,81403.0,72780.18289682524,83122.56005729237,91093.92267410578
2021-05-25,88685.0,81953.13033321837,91778.20377585964,100835.86626917338
2021-05-26,93364.0,85516.51231354887,95125.41648675638,104236.13138740908
2021-05-27,92466.0,86810.68827808206,94994.39313148861,103076.03318460325
2021-05-28,87929.0,89241.35344415528,99279.19662497459,106187.654761539
2021-05-29,64946.0,78181.92991448773,87520.77712707879,96116.40465252587
2021-05-30,54240.0,47631.38068353371,57666.23811518938,66137.40167733903
2021-05-31,56720.0,60076.74711555398,69324.88267254409,77475.83491076862
2021-06-01,86021.0,62781.90046072596,72445.50602125097,81630.763100965
2021-06-02,92571.0,71503.94561778425,85142.51675282905,91773.80178074715
2021-06-03,96504.0,74802.78149398087,87421.2020192408,98378.32234610058
2021-06-04,95589.0,81087.0822644502,93169.03336373577,103996.91805191824
2021-06-05,97983.0,74760.13614793532,83031.82689973197,91940.4028814251
2021-06-06,77634.0,62097.6899883428,71334.97666076638,85686.36651230395
2021-06-07,88869.0,74951.4556022439,85288.76566230608,93777.42533366657
2021-06-08,94675.0,91216.62955060965,100685.0724104674,108265.4544854346
2021-06-09,99484.0,92064.98703664322,101646.6978392269,108892.7517892182
2021-06-10,103982.0,92417.61282186428,100858.36643047049,109981.23487984741
2021-06-11,98321.0,95790.8079232114,103833.36398095154,112807.60749766314
2021-06-12,93963.0,85722.84534442583,94237.92361289418,104494.4218076078
2021-06-13,73784.0,66000.90562827121,75653.64248401285,85309.16431844908
2021-06-14,86939.0,74653.97852478725,84196.1098888127,94357.1033291042
2021-06-15,98038.0,88188.9861417645,97617.38497851505,106887.79942752735
2021-06-16,102175.0,93793.63870629469,102706.63680845758,113210.43482063708
2021-06-17,102964.0,94672.84847576139,103867.29516505725,113703.54592295617
2021-06-18,98994.0,94616.06538078407,103167.93057626011,111477.22148788538
2021-06-19,96406.0,85125.05915007897,96375.07610434173,108044.27573431007
2021-06-20,77945.0,66389.36166183068,75801.92130796806,86320.23420321342
2021-06-21,90870.0,78674.51841359494,88354.33187828411,96448.45689885586
2021-06-22,99019.0,91652.12763341346,100103.96287854388,111150.13361442213
2021-06-23,102895.0,93522.8332017973,104934.36281180374,115414.03058370095
2021-06-24,104639.0,97368.82092456569,105885.42285594744,114024.09775248964
2021-06-25,103294.0,95300.07768935685,103157.79628537127,111345.1272365725
2021-06-26,98690.0,87686.38508357973,98592.23344787171,107393.39235799918
2021-06-27,77379.0,67996.94256473365,78630.5644813901,89438.21416883757
2021-06-28,91543.0,80364.79621283097,89579.50385168873,97597.33233444914
2021-06-29,101112.0,93261.18376002369,100557.59304999751,108341.11020696294
